Tamanho;Cenario;Algoritmo;Dado;Media;DesvioPadrao;Minimo;Maximo;Mediana;CV;IC95_Superior;IC95_Inferior
1000;AltaRepeticao;QuickSortRandomizado;ACESSOS;32567.23;2546.23;28571.00;39855.00;32488.00;7.82;33478.39;31656.08
1000;AltaRepeticao;QuickSortRandomizado;PROF_REC;27.23;2.39;23.00;32.00;27.00;8.77;28.09;26.38
1000;AltaRepeticao;QuickSortRandomizado;TEMPO;277756.67;24701.27;245800.00;370800.00;271500.00;8.89;286595.90;268917.43
1000;AltaRepeticao;QuickSortRandomizado;MEM_AUX;544.67;47.76;460.00;640.00;540.00;8.77;561.76;527.58
1000;AltaRepeticao;HeapSort;COMPARACOES;16813.10;31.51;16728.00;16875.00;16814.00;0.19;16824.37;16801.83
1000;AltaRepeticao;HeapSort;TROCAS;9023.17;21.90;8965.00;9071.00;9023.00;0.24;9031.00;9015.33
1000;AltaRepeticao;HeapSort;ACESSOS;69718.87;142.53;69316.00;69992.00;69733.00;0.20;69769.87;69667.86
1000;AltaRepeticao;HeapSort;PROF_REC;9.00;0.00;9.00;9.00;9.00;0.00;9.00;9.00
1000;AltaRepeticao;HeapSort;TEMPO;463133.33;65790.21;429200.00;765200.00;440750.00;14.21;486676.06;439590.61
1000;AltaRepeticao;HeapSort;MEM_AUX;144.00;0.00;144.00;144.00;144.00;0.00;144.00;144.00
1000;AltaRepeticao;ShellSort;COMPARACOES;13688.93;902.55;11919.00;15204.00;13475.50;6.59;14011.91;13365.96
1000;AltaRepeticao;ShellSort;TROCAS;12514.00;449.35;11624.00;13274.00;12418.00;3.59;12674.80;12353.20
1000;AltaRepeticao;ShellSort;ACESSOS;38716.93;1801.18;35167.00;41752.00;38311.50;4.65;39361.48;38072.39
1000;AltaRepeticao;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000;AltaRepeticao;ShellSort;TEMPO;323886.67;23325.37;295200.00;389700.00;315750.00;7.20;332233.54;315539.79
1000;AltaRepeticao;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
1000;QuaseReal;BubbleSort;COMPARACOES;498364.10;876.32;496497.00;499479.00;498575.50;0.18;498677.69;498050.51
1000;QuaseReal;BubbleSort;TROCAS;249085.30;5311.92;240146.00;262012.00;248605.50;2.13;250986.15;247184.45
1000;QuaseReal;BubbleSort;ACESSOS;1993069.40;21315.67;1958714.00;2046178.00;1992483.00;1.07;2000697.11;1985441.69
1000;QuaseReal;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000;QuaseReal;BubbleSort;TEMPO;11527926.67;234009.14;11175000.00;12312000.00;11499200.00;2.03;11611665.76;11444187.57
1000;QuaseReal;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
1000;QuaseReal;InsertionSort;COMPARACOES;500511.87;10728.52;483165.00;525601.00;500931.00;2.14;504351.02;496672.71
1000;QuaseReal;InsertionSort;TROCAS;250763.00;5363.58;242091.00;263306.00;250972.50;2.14;252682.33;248843.67
1000;QuaseReal;InsertionSort;ACESSOS;1002037.87;21455.67;967347.00;1052213.00;1002876.00;2.14;1009715.68;994360.05
1000;QuaseReal;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000;QuaseReal;InsertionSort;TEMPO;5408483.33;179054.76;5107100.00;5737800.00;5417200.00;3.31;5472557.26;5344409.41
1000;QuaseReal;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
1000;QuaseReal;SelectionSort;COMPARACOES;499500.00;0.00;499500.00;499500.00;499500.00;0.00;499500.00;499500.00
1000;QuaseReal;SelectionSort;TROCAS;991.77;2.47;986.00;996.00;992.00;0.25;992.65;990.88
1000;QuaseReal;SelectionSort;ACESSOS;1002967.07;9.89;1002944.00;1002984.00;1002968.00;0.00;1002970.61;1002963.53
1000;QuaseReal;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000;QuaseReal;SelectionSort;TEMPO;6486273.33;107337.81;6362900.00;6786200.00;6439050.00;1.65;6524683.67;6447862.99
1000;QuaseReal;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
1000;QuaseReal;MergeSort;COMPARACOES;8707.43;16.07;8671.00;8740.00;8708.00;0.18;8713.19;8701.68
1000;QuaseReal;MergeSort;TROCAS;19952.00;0.00;19952.00;19952.00;19952.00;0.00;19952.00;19952.00
1000;QuaseReal;MergeSort;ACESSOS;57318.87;32.15;57246.00;57384.00;57320.00;0.06;57330.37;57307.36
1000;QuaseReal;MergeSort;PROF_REC;9.00;0.00;9.00;9.00;9.00;0.00;9.00;9.00
1000;QuaseReal;MergeSort;TEMPO;435846.67;20184.18;426100.00;518400.00;427500.00;4.63;443069.48;428623.85
1000;QuaseReal;MergeSort;MEM_AUX;4144.00;0.00;4144.00;4144.00;4144.00;0.00;4144.00;4144.00
1000;QuaseReal;QuickSort;COMPARACOES;10907.47;468.54;10133.00;12094.00;10763.50;4.30;11075.13;10739.80
1000;QuaseReal;QuickSort;TROCAS;4814.87;411.35;4084.00;5718.00;4860.50;8.54;4962.07;4667.67
1000;QuaseReal;QuickSort;ACESSOS;30833.93;1776.06;27851.00;35321.00;30650.00;5.76;31469.49;30198.38
1000;QuaseReal;QuickSort;PROF_REC;20.30;1.21;18.00;23.00;20.50;5.95;20.73;19.87
1000;QuaseReal;QuickSort;TEMPO;208723.33;7287.62;195500.00;227900.00;208550.00;3.49;211331.18;206115.49
1000;QuaseReal;QuickSort;MEM_AUX;324.80;19.32;288.00;368.00;328.00;5.95;331.71;317.89
1000;QuaseReal;QuickSortRandomizado;COMPARACOES;11058.50;764.60;9698.00;12318.00;10954.00;6.91;11332.11;10784.89
1000;QuaseReal;QuickSortRandomizado;TROCAS;5578.00;596.90;4489.00;7193.00;5416.50;10.70;5791.60;5364.40
1000;QuaseReal;QuickSortRandomizado;ACESSOS;34033.80;2944.64;29224.00;41477.00;33419.50;8.65;35087.53;32980.07
1000;QuaseReal;QuickSortRandomizado;PROF_REC;20.30;1.97;17.00;24.00;20.00;9.69;21.00;19.60
1000;QuaseReal;QuickSortRandomizado;TEMPO;262553.33;24182.06;234300.00;351500.00;256350.00;9.21;271206.77;253899.89
1000;QuaseReal;QuickSortRandomizado;MEM_AUX;406.00;39.36;340.00;480.00;400.00;9.69;420.08;391.92
1000;QuaseReal;HeapSort;COMPARACOES;16852.13;37.64;16787.00;16958.00;16849.50;0.22;16865.60;16838.66
1000;QuaseReal;HeapSort;TROCAS;9081.20;27.83;9030.00;9155.00;9082.50;0.31;9091.16;9071.24
1000;QuaseReal;HeapSort;ACESSOS;70029.07;178.30;69734.00;70536.00;70033.00;0.25;70092.87;69965.26
1000;QuaseReal;HeapSort;PROF_REC;9.00;0.00;9.00;9.00;9.00;0.00;9.00;9.00
1000;QuaseReal;HeapSort;TEMPO;454653.33;27366.56;430200.00;545600.00;447400.00;6.02;464446.33;444860.33
1000;QuaseReal;HeapSort;MEM_AUX;144.00;0.00;144.00;144.00;144.00;0.00;144.00;144.00
1000;QuaseReal;ShellSort;COMPARACOES;17556.60;829.92;15979.00;19268.00;17492.00;4.73;17853.58;17259.62
1000;QuaseReal;ShellSort;TROCAS;14451.97;416.92;13649.00;15305.00;14421.50;2.88;14601.16;14302.77
1000;QuaseReal;ShellSort;ACESSOS;46460.53;1663.67;43277.00;49878.00;46335.00;3.58;47055.87;45865.20
1000;QuaseReal;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000;QuaseReal;ShellSort;TEMPO;351120.00;13914.48;328500.00;393100.00;348550.00;3.96;356099.23;346140.77
1000;QuaseReal;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;Aleatorio;BubbleSort;COMPARACOES;12493211.67;4201.72;12479164.00;12497422.00;12494338.00;0.03;12494715.23;12491708.10
5000;Aleatorio;BubbleSort;TROCAS;6259393.23;62332.58;6152851.00;6426006.00;6253572.50;1.00;6281698.66;6237087.81
5000;Aleatorio;BubbleSort;ACESSOS;50023996.27;251370.30;49583452.00;50686592.00;50000371.00;0.50;50113947.97;49934044.56
5000;Aleatorio;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Aleatorio;BubbleSort;TEMPO;287166970.00;1792167.74;284077400.00;291078900.00;286802950.00;0.62;287808288.99;286525651.01
5000;Aleatorio;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
5000;Aleatorio;InsertionSort;COMPARACOES;12526576.47;135554.02;12282819.00;12808917.00;12523148.00;1.08;12575083.85;12478069.08
5000;Aleatorio;InsertionSort;TROCAS;6265796.53;67777.10;6143919.00;6406970.00;6264082.00;1.08;6290050.26;6241542.81
5000;Aleatorio;InsertionSort;ACESSOS;25058169.53;271108.23;24570657.00;25622857.00;25051312.00;1.08;25155184.37;24961154.70
5000;Aleatorio;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Aleatorio;InsertionSort;TEMPO;132467233.33;1782686.78;129680600.00;138675800.00;132205850.00;1.35;133105159.61;131829307.06
5000;Aleatorio;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
5000;Aleatorio;SelectionSort;COMPARACOES;12497500.00;0.00;12497500.00;12497500.00;12497500.00;0.00;12497500.00;12497500.00
5000;Aleatorio;SelectionSort;TROCAS;4989.93;2.96;4984.00;4995.00;4989.50;0.06;4990.99;4988.87
5000;Aleatorio;SelectionSort;ACESSOS;25014959.73;11.83;25014936.00;25014980.00;25014958.00;0.00;25014963.97;25014955.50
5000;Aleatorio;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Aleatorio;SelectionSort;TEMPO;159233010.00;708003.13;158298200.00;160975100.00;159079800.00;0.44;159486365.67;158979654.33
5000;Aleatorio;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;Aleatorio;MergeSort;COMPARACOES;55225.87;43.84;55147.00;55302.00;55215.50;0.08;55241.55;55210.18
5000;Aleatorio;MergeSort;TROCAS;123616.00;0.00;123616.00;123616.00;123616.00;0.00;123616.00;123616.00
5000;Aleatorio;MergeSort;ACESSOS;357683.73;87.68;357526.00;357836.00;357663.00;0.02;357715.11;357652.36
5000;Aleatorio;MergeSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;Aleatorio;MergeSort;TEMPO;2791160.00;184322.83;2625600.00;3306300.00;2754950.00;6.60;2857119.08;2725200.92
5000;Aleatorio;MergeSort;MEM_AUX;20192.00;0.00;20192.00;20192.00;20192.00;0.00;20192.00;20192.00
5000;Aleatorio;QuickSort;COMPARACOES;71025.80;2758.19;67370.00;78393.00;70746.00;3.88;72012.81;70038.79
5000;Aleatorio;QuickSort;TROCAS;33637.27;3318.87;27869.00;41233.00;32910.00;9.87;34824.91;32449.62
5000;Aleatorio;QuickSort;ACESSOS;208915.17;15347.33;183348.00;241368.00;205345.50;7.35;214407.14;203423.20
5000;Aleatorio;QuickSort;PROF_REC;26.83;2.05;24.00;33.00;26.50;7.65;27.57;26.10
5000;Aleatorio;QuickSort;TEMPO;1402123.33;93468.04;1270900.00;1727400.00;1387200.00;6.67;1435570.44;1368676.22
5000;Aleatorio;QuickSort;MEM_AUX;429.33;32.84;384.00;528.00;424.00;7.65;441.08;417.58
5000;Aleatorio;QuickSortRandomizado;COMPARACOES;70900.50;3597.09;65886.00;78371.00;70213.50;5.07;72187.70;69613.30
5000;Aleatorio;QuickSortRandomizado;TROCAS;35885.83;3101.12;31500.00;44814.00;34964.00;8.64;36995.56;34776.11
5000;Aleatorio;QuickSortRandomizado;ACESSOS;217777.63;14254.92;197486.00;255017.00;213759.50;6.55;222878.69;212676.57
5000;Aleatorio;QuickSortRandomizado;PROF_REC;26.60;2.08;23.00;30.00;26.50;7.81;27.34;25.86
5000;Aleatorio;QuickSortRandomizado;TEMPO;1607716.67;69682.34;1494400.00;1777800.00;1604900.00;4.33;1632652.17;1582781.16
5000;Aleatorio;QuickSortRandomizado;MEM_AUX;532.00;41.56;460.00;600.00;530.00;7.81;546.87;517.13
5000;Aleatorio;HeapSort;COMPARACOES;107688.93;62.82;107542.00;107874.00;107693.00;0.06;107711.41;107666.45
5000;Aleatorio;HeapSort;TROCAS;57104.00;44.75;57038.00;57188.00;57096.00;0.08;57120.01;57087.99
5000;Aleatorio;HeapSort;ACESSOS;443793.87;286.99;443236.00;444484.00;443752.00;0.06;443896.56;443691.17
5000;Aleatorio;HeapSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;Aleatorio;HeapSort;TEMPO;2814480.00;49473.12;2720500.00;2943600.00;2798900.00;1.76;2832183.73;2796776.27
5000;Aleatorio;HeapSort;MEM_AUX;192.00;0.00;192.00;192.00;192.00;0.00;192.00;192.00
5000;Aleatorio;ShellSort;COMPARACOES;134198.03;6134.89;119680.00;147873.00;132413.50;4.57;136393.38;132002.69
5000;Aleatorio;ShellSort;TROCAS;103263.87;3065.95;96001.00;110076.00;102376.50;2.97;104361.00;102166.73
5000;Aleatorio;ShellSort;ACESSOS;340725.77;12266.74;311682.00;368025.00;337166.50;3.60;345115.36;336336.17
5000;Aleatorio;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Aleatorio;ShellSort;TEMPO;2517353.33;94705.59;2279000.00;2805500.00;2515550.00;3.76;2551243.29;2483463.37
5000;Aleatorio;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;Ordenado;BubbleSort;COMPARACOES;4999.00;0.00;4999.00;4999.00;4999.00;0.00;4999.00;4999.00
5000;Ordenado;BubbleSort;TROCAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Ordenado;BubbleSort;ACESSOS;9998.00;0.00;9998.00;9998.00;9998.00;0.00;9998.00;9998.00
5000;Ordenado;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Ordenado;BubbleSort;TEMPO;66086.67;194.29;65900.00;66800.00;66000.00;0.29;66156.19;66017.14
5000;Ordenado;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
5000;Ordenado;InsertionSort;COMPARACOES;4999.00;0.00;4999.00;4999.00;4999.00;0.00;4999.00;4999.00
5000;Ordenado;InsertionSort;TROCAS;4999.00;0.00;4999.00;4999.00;4999.00;0.00;4999.00;4999.00
5000;Ordenado;InsertionSort;ACESSOS;14997.00;0.00;14997.00;14997.00;14997.00;0.00;14997.00;14997.00
5000;Ordenado;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Ordenado;InsertionSort;TEMPO;111066.67;1774.79;110300.00;119300.00;110500.00;1.60;111701.77;110431.57
5000;Ordenado;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
5000;Ordenado;SelectionSort;COMPARACOES;12497500.00;0.00;12497500.00;12497500.00;12497500.00;0.00;12497500.00;12497500.00
5000;Ordenado;SelectionSort;TROCAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Ordenado;SelectionSort;ACESSOS;24995000.00;0.00;24995000.00;24995000.00;24995000.00;0.00;24995000.00;24995000.00
5000;Ordenado;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Ordenado;SelectionSort;TEMPO;159400703.33;1672169.95;158229100.00;166304500.00;158827800.00;1.05;159999081.67;158802325.00
5000;Ordenado;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;Ordenado;MergeSort;COMPARACOES;32004.00;0.00;32004.00;32004.00;32004.00;0.00;32004.00;32004.00
5000;Ordenado;MergeSort;TROCAS;123616.00;0.00;123616.00;123616.00;123616.00;0.00;123616.00;123616.00
5000;Ordenado;MergeSort;ACESSOS;311240.00;0.00;311240.00;311240.00;311240.00;0.00;311240.00;311240.00
5000;Ordenado;MergeSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;Ordenado;MergeSort;TEMPO;2113150.00;55624.74;2077100.00;2290700.00;2078350.00;2.63;2133055.06;2093244.94
5000;Ordenado;MergeSort;MEM_AUX;20192.00;0.00;20192.00;20192.00;20192.00;0.00;20192.00;20192.00
5000;Ordenado;QuickSort;COMPARACOES;12497500.00;0.00;12497500.00;12497500.00;12497500.00;0.00;12497500.00;12497500.00
5000;Ordenado;QuickSort;TROCAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Ordenado;QuickSort;ACESSOS;12502499.00;0.00;12502499.00;12502499.00;12502499.00;0.00;12502499.00;12502499.00
5000;Ordenado;QuickSort;PROF_REC;4998.00;0.00;4998.00;4998.00;4998.00;0.00;4998.00;4998.00
5000;Ordenado;QuickSort;TEMPO;106587440.00;1072753.58;105815400.00;109996500.00;106122850.00;1.01;106971319.94;106203560.06
5000;Ordenado;QuickSort;MEM_AUX;79968.00;0.00;79968.00;79968.00;79968.00;0.00;79968.00;79968.00
5000;Ordenado;QuickSortRandomizado;COMPARACOES;70968.73;2470.96;67203.00;77204.00;71138.50;3.48;71852.96;70084.51
5000;Ordenado;QuickSortRandomizado;TROCAS;4997.33;38.09;4930.00;5084.00;4991.00;0.76;5010.96;4983.70
5000;Ordenado;QuickSortRandomizado;ACESSOS;94295.43;2504.38;90366.00;100573.00;94433.50;2.66;95191.61;93399.25
5000;Ordenado;QuickSortRandomizado;PROF_REC;26.57;2.21;24.00;31.00;26.00;8.31;27.36;25.78
5000;Ordenado;QuickSortRandomizado;TEMPO;937920.00;54050.80;879800.00;1121600.00;930900.00;5.76;957261.83;918578.17
5000;Ordenado;QuickSortRandomizado;MEM_AUX;531.33;44.16;480.00;620.00;520.00;8.31;547.13;515.53
5000;Ordenado;HeapSort;COMPARACOES;112126.00;0.00;112126.00;112126.00;112126.00;0.00;112126.00;112126.00
5000;Ordenado;HeapSort;TROCAS;60932.00;0.00;60932.00;60932.00;60932.00;0.00;60932.00;60932.00
5000;Ordenado;HeapSort;ACESSOS;467980.00;0.00;467980.00;467980.00;467980.00;0.00;467980.00;467980.00
5000;Ordenado;HeapSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;Ordenado;HeapSort;TEMPO;2801793.33;88709.60;2719400.00;3123700.00;2794750.00;3.17;2833537.66;2770049.01
5000;Ordenado;HeapSort;MEM_AUX;192.00;0.00;192.00;192.00;192.00;0.00;192.00;192.00
5000;Ordenado;ShellSort;COMPARACOES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Ordenado;ShellSort;TROCAS;35084.00;0.00;35084.00;35084.00;35084.00;0.00;35084.00;35084.00
5000;Ordenado;ShellSort;ACESSOS;70168.00;0.00;70168.00;70168.00;70168.00;0.00;70168.00;70168.00
5000;Ordenado;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Ordenado;ShellSort;TEMPO;711633.33;16050.83;690600.00;743000.00;710350.00;2.26;717377.05;705889.62
5000;Ordenado;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;Reverso;BubbleSort;COMPARACOES;12497500.00;0.00;12497500.00;12497500.00;12497500.00;0.00;12497500.00;12497500.00
5000;Reverso;BubbleSort;TROCAS;12497500.00;0.00;12497500.00;12497500.00;12497500.00;0.00;12497500.00;12497500.00
5000;Reverso;BubbleSort;ACESSOS;74985000.00;0.00;74985000.00;74985000.00;74985000.00;0.00;74985000.00;74985000.00
5000;Reverso;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Reverso;BubbleSort;TEMPO;346112083.33;2074451.18;344091700.00;351451300.00;345360300.00;0.60;346854416.15;345369750.51
5000;Reverso;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
5000;Reverso;InsertionSort;COMPARACOES;24990001.00;0.00;24990001.00;24990001.00;24990001.00;0.00;24990001.00;24990001.00
5000;Reverso;InsertionSort;TROCAS;12502499.00;0.00;12502499.00;12502499.00;12502499.00;0.00;12502499.00;12502499.00
5000;Reverso;InsertionSort;ACESSOS;49994999.00;0.00;49994999.00;49994999.00;49994999.00;0.00;49994999.00;49994999.00
5000;Reverso;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Reverso;InsertionSort;TEMPO;264150670.00;2632904.28;262443300.00;277009800.00;263591000.00;1.00;265092842.70;263208497.30
5000;Reverso;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
5000;Reverso;SelectionSort;COMPARACOES;12497500.00;0.00;12497500.00;12497500.00;12497500.00;0.00;12497500.00;12497500.00
5000;Reverso;SelectionSort;TROCAS;2500.00;0.00;2500.00;2500.00;2500.00;0.00;2500.00;2500.00
5000;Reverso;SelectionSort;ACESSOS;25005000.00;0.00;25005000.00;25005000.00;25005000.00;0.00;25005000.00;25005000.00
5000;Reverso;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Reverso;SelectionSort;TEMPO;160381446.67;677665.09;159473500.00;162490800.00;160245150.00;0.42;160623946.01;160138947.33
5000;Reverso;SelectionSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;Reverso;MergeSort;COMPARACOES;29804.00;0.00;29804.00;29804.00;29804.00;0.00;29804.00;29804.00
5000;Reverso;MergeSort;TROCAS;123616.00;0.00;123616.00;123616.00;123616.00;0.00;123616.00;123616.00
5000;Reverso;MergeSort;ACESSOS;306840.00;0.00;306840.00;306840.00;306840.00;0.00;306840.00;306840.00
5000;Reverso;MergeSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;Reverso;MergeSort;TEMPO;2095686.67;54237.35;2041600.00;2211000.00;2080650.00;2.59;2115095.25;2076278.08
5000;Reverso;MergeSort;MEM_AUX;20192.00;0.00;20192.00;20192.00;20192.00;0.00;20192.00;20192.00
5000;Reverso;QuickSort;COMPARACOES;12497500.00;0.00;12497500.00;12497500.00;12497500.00;0.00;12497500.00;12497500.00
5000;Reverso;QuickSort;TROCAS;2500.00;0.00;2500.00;2500.00;2500.00;0.00;2500.00;2500.00
5000;Reverso;QuickSort;ACESSOS;12512499.00;0.00;12512499.00;12512499.00;12512499.00;0.00;12512499.00;12512499.00
5000;Reverso;QuickSort;PROF_REC;4998.00;0.00;4998.00;4998.00;4998.00;0.00;4998.00;4998.00
5000;Reverso;QuickSort;TEMPO;101575113.33;1293689.93;100706500.00;106891400.00;101054000.00;1.27;102038054.33;101112172.34
5000;Reverso;QuickSort;MEM_AUX;79968.00;0.00;79968.00;79968.00;79968.00;0.00;79968.00;79968.00
5000;Reverso;QuickSortRandomizado;COMPARACOES;70729.97;3131.21;65726.00;76075.00;70601.50;4.43;71850.46;69609.48
5000;Reverso;QuickSortRandomizado;TROCAS;29423.20;3240.08;24658.00;38784.00;29546.00;11.01;30582.65;28263.75
5000;Reverso;QuickSortRandomizado;ACESSOS;191756.47;14901.08;168290.00;232493.00;190196.50;7.77;197088.75;186424.18
5000;Reverso;QuickSortRandomizado;PROF_REC;26.47;1.83;24.00;31.00;26.00;6.93;27.12;25.81
5000;Reverso;QuickSortRandomizado;TEMPO;1317810.00;113451.59;1179700.00;1781600.00;1305150.00;8.61;1358408.13;1277211.87
5000;Reverso;QuickSortRandomizado;MEM_AUX;529.33;36.67;480.00;620.00;520.00;6.93;542.45;516.21
5000;Reverso;HeapSort;COMPARACOES;103227.00;0.00;103227.00;103227.00;103227.00;0.00;103227.00;103227.00
5000;Reverso;HeapSort;TROCAS;53436.00;0.00;53436.00;53436.00;53436.00;0.00;53436.00;53436.00
5000;Reverso;HeapSort;ACESSOS;420198.00;0.00;420198.00;420198.00;420198.00;0.00;420198.00;420198.00
5000;Reverso;HeapSort;PROF_REC;12.00;0.00;12.00;12.00;12.00;0.00;12.00;12.00
5000;Reverso;HeapSort;TEMPO;2625633.33;149462.61;2481100.00;2962100.00;2573900.00;5.69;2679117.84;2572148.83
5000;Reverso;HeapSort;MEM_AUX;192.00;0.00;192.00;192.00;192.00;0.00;192.00;192.00
5000;Reverso;ShellSort;COMPARACOES;35619.00;0.00;35619.00;35619.00;35619.00;0.00;35619.00;35619.00
5000;Reverso;ShellSort;TROCAS;54296.00;0.00;54296.00;54296.00;54296.00;0.00;54296.00;54296.00
5000;Reverso;ShellSort;ACESSOS;144211.00;0.00;144211.00;144211.00;144211.00;0.00;144211.00;144211.00
5000;Reverso;ShellSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;Reverso;ShellSort;TEMPO;1146280.00;20719.95;1112500.00;1204000.00;1145000.00;1.81;1153694.54;1138865.46
5000;Reverso;ShellSort;MEM_AUX;20.00;0.00;20.00;20.00;20.00;0.00;20.00;20.00
5000;ParcialmenteOrdenado;BubbleSort;COMPARACOES;12482060.30;17665.51;12433597.00;12496939.00;12489359.50;0.14;12488381.82;12475738.78
5000;ParcialmenteOrdenado;BubbleSort;TROCAS;2534206.60;58955.36;2399531.00;2651635.00;2539069.00;2.33;2555303.50;2513109.70
5000;ParcialmenteOrdenado;BubbleSort;ACESSOS;35100947.00;240188.23;34586482.00;35591838.00;35090988.00;0.68;35186897.25;35014996.75
5000;ParcialmenteOrdenado;BubbleSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;ParcialmenteOrdenado;BubbleSort;TEMPO;213300890.00;2029746.07;210373700.00;218327100.00;212830300.00;0.95;214027225.30;212574554.70
5000;ParcialmenteOrdenado;BubbleSort;MEM_AUX;17.00;0.00;17.00;17.00;17.00;0.00;17.00;17.00
5000;ParcialmenteOrdenado;InsertionSort;COMPARACOES;5058755.00;95967.54;4847813.00;5307529.00;5048712.00;1.90;5093096.54;5024413.46
5000;ParcialmenteOrdenado;InsertionSort;TROCAS;2531878.07;47983.77;2426408.00;2656264.00;2526855.50;1.90;2549048.84;2514707.30
5000;ParcialmenteOrdenado;InsertionSort;ACESSOS;10122511.13;191935.08;9700629.00;10620057.00;10102423.00;1.90;10191194.22;10053828.05
5000;ParcialmenteOrdenado;InsertionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5000;ParcialmenteOrdenado;InsertionSort;TEMPO;53623096.67;1008918.19;51692700.00;56066700.00;53563500.00;1.88;53984133.40;53262059.93
5000;ParcialmenteOrdenado;InsertionSort;MEM_AUX;16.00;0.00;16.00;16.00;16.00;0.00;16.00;16.00
5000;ParcialmenteOrdenado;SelectionSort;COMPARACOES;12497500.00;0.00;12497500.00;12497500.00;12497500.00;0.00;12497500.00;12497500.00
5000;ParcialmenteOrdenado;SelectionSort;TROCAS;998.60;1.00;995.00;999.00;999.00;0.10;998.96;998.24
5000;ParcialmenteOrdenado;SelectionSort;ACESSOS;24998994.40;4.01;24998980.00;24998996.00;24998996.00;0.00;24998995.84;24998992.96
5000;ParcialmenteOrdenado;SelectionSort;PROF_REC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
